"metar_date","wind_dir","wind_speed","tempr","dewpt","press","vis"
2023-06-01 00:00:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:05:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:10:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:15:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:20:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:25:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:30:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:35:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:40:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:45:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:50:00,NA,NA,NA,NA,NA,NA
2023-06-01 00:55:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:00:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:05:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:10:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:15:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:20:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:25:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:30:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:35:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:40:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:45:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:50:00,NA,NA,NA,NA,NA,NA
2023-06-01 01:55:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:00:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:05:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:10:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:15:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:20:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:25:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:30:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:35:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:40:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:45:00,NA,NA,NA,NA,NA,NA
2023-06-01 02:50:00,NA,NA,NA,NA,NA,NA
