"species_name","year","Group","lambda","wk","mu","ll","ul"
"alewife",2014,"1",1,28,35.8694742692542,28.5728052134216,43.1661433250868
"alewife",2014,"1",1,29,42.2417524298766,33.2871558527587,51.1963490069945
"alewife",2014,"1",0.443794787285916,30,35.3466696152449,31.4605883429055,39.2327508875843
"alewife",2014,"2",0.556205212714084,30,45.9294397536015,34.6185835070408,57.2402960001621
"alewife",2014,"1",1,31,53.4185896193427,39.6062417964361,67.2309374422493
"alewife",2014,"1",0.566182847018165,32,55.8862251418717,48.1099672438335,63.6624830399099
"alewife",2014,"2",0.11035189823473,32,63.1793868663074,62.1733058961445,64.1854678364704
"alewife",2014,"3",0.323465254747105,32,60.6603186869355,53.6393231209519,67.6813142529191
"alewife",2014,"1",1,33,61.2270734768614,51.9107624690832,70.5433844846397
"alewife",2014,"1",1,34,36.2769940955152,29.3275060125421,43.2264821784883
"alewife",2014,"1",1,35,44.826514342124,36.377572669665,53.2754560145831
"alewife",2015,"1",0.626664166756364,27,40.0850870578938,31.8148792713609,48.3552948444267
"alewife",2015,"2",0.373335833243636,27,116.535234799569,85.3631742326231,147.707295366514
"alewife",2015,"1",0.865852944285425,30,47.2350782825841,38.791740410588,55.6784161545802
"alewife",2015,"2",0.134147055714575,30,62.8093680807229,59.8707958432005,65.7479403182454
"alewife",2015,"1",0.853829243315972,32,51.5529041643378,48.012990727104,55.0928176015715
"alewife",2015,"2",0.146170756684028,32,57.6217816006908,55.4344113461362,59.8091518552455
"alewife",2015,"1",1,33,68.8326418284319,50.8090882152155,86.8561954416483
"alewife",2016,"1",1,25,106.080196946852,85.9061919852569,126.254201908448
"alewife",2016,"1",1,26,39.0126789450466,12.7689000491648,65.2564578409284
"alewife",2016,"1",0.731153945465678,29,40.8621917842957,31.81283053977,49.9115530288215
"alewife",2016,"2",0.268846054534322,29,79.3679118141616,48.4093334293249,110.326490198998
"alewife",2016,"1",0.39787529858716,30,38.983074139161,33.9631509927453,44.0029972855768
"alewife",2016,"2",0.60212470141284,30,64.5872849603433,49.883844635045,79.2907252856416
"alewife",2016,"1",1,32,51.4319603805887,29.6374656628853,73.2264550982921
"alewife",2017,"1",1,27,39.8348498655721,32.9307448065028,46.7389549246414
"alewife",2017,"1",0.35351071335241,37,53.4117591974302,51.8403687832228,54.9831496116377
"alewife",2017,"2",0.64648928664759,37,51.6147243118351,39.3703363727644,63.8591122509059
"alewife",2018,"1",1,24,44.0918685125928,37.4656579313731,50.7180790938124
"alewife",2018,"1",1,30,61.975545307303,47.7112336086863,76.2398570059198
"alewife",2018,"1",1,32,41.5072125142545,35.1911981232976,47.8232269052114
"alewife",2018,"1",0.58132355038431,34,64.579643757364,59.3735943587105,69.7856931560174
"alewife",2018,"2",0.41867644961569,34,70.3606497798526,49.8932856871441,90.8280138725611
"alewife",2020,"1",1,26,73.455870064337,61.1855807441946,85.7261593844794
"alewife",2020,"1",0.197365312697442,28,33.9332511055449,25.4333787524478,42.4331234586419
"alewife",2020,"2",0.802634687302558,28,111.327589346978,80.6536089186,142.001569775357
"alewife",2020,"1",0.480768898282696,30,30.1599921777584,20.2697287126067,40.0502556429101
"alewife",2020,"2",0.519231101717304,30,111.111066517355,84.5536584503575,137.668474584353
"alewife",2020,"1",1,32,45.7125590820962,30.6440840079906,60.7810341562017
"alewife",2020,"1",0.217933765440138,34,61.7685239582812,58.6541046640376,64.8829432525248
"alewife",2020,"2",0.782066234559862,34,55.0318353138206,29.0374951457085,81.0261754819327
"alewife",2020,"1",0.291979261665334,36,67.5526117169784,60.345512222018,74.7597112119388
"alewife",2020,"2",0.708020738334666,36,79.7096293929056,65.5936812297677,93.8255775560435
"alewife",2021,"1",0.0679568596211348,24,31.1116713572076,-4.68993976240195,66.9132824768172
"alewife",2021,"2",0.932043140378865,24,184.253097204337,84.0362469045805,284.469947504094
"alewife",2021,"1",0.40013461358336,27,42.0419294767934,39.2637865205679,44.8200724330188
"alewife",2021,"2",0.59986538641664,27,41.1181779741142,29.8681267705624,52.368229177666
"alewife",2021,"1",0.75578875382692,29,41.611733899158,24.274411514009,58.949056284307
"alewife",2021,"2",0.24421124617308,29,73.0093693061942,60.203277034984,85.8154615774045
"alewife",2021,"1",0.999995204024859,30,70.0999997009194,65.4999994499123,74.6999999519265
"alewife",2021,"2",4.79597514085013e-06,30,70.1623614973373,65.6167653426279,74.7079576520467
"alewife",2021,"1",0.428434952055607,31,39.8752736721264,32.4676965164911,47.2828508277617
"alewife",2021,"2",0.571565047944393,31,72.5211099654592,49.1295005071717,95.9127194237467
"alewife",2021,"1",0.196333365999915,33,68.6529161595567,65.7670028310029,71.5388294881104
"alewife",2021,"2",0.803666634000085,33,68.587072295777,60.350466009827,76.823678581727
"alewife",2023,"1",1,29,41.5293385965174,31.2950942977104,51.7635828953244
"alewife",2023,"1",0.243879815470153,30,35.9928650516979,34.4329357980302,37.5527943053657
"alewife",2023,"2",0.756120184529847,30,40.39503157612,37.7908936121932,42.9991695400468
"alewife",2023,"1",0.109759765086745,32,44.2290165864837,41.4210639951547,47.0369691778126
"alewife",2023,"2",0.890240234913255,32,55.507121359849,35.8394214405711,75.1748212791268
"alewife",2023,"1",1,33,44.2925141934169,22.686615136669,65.8984132501648
"alewife",2023,"1",1,34,56.4608320831818,39.771581846987,73.1500823193766
"atlantic herring",2014,"1",0.295029858968726,26,46.8422213801046,43.676685369817,50.0077573903921
"atlantic herring",2014,"2",0.704970141031274,26,55.3813907957288,46.8133850823769,63.9493965090808
"atlantic herring",2014,"1",0.192306261845273,28,46.399995553145,45.4202014714939,47.3797896347961
"atlantic herring",2014,"2",0.807693738154727,28,51.5238015082369,49.7117347247503,53.3358682917235
"atlantic herring",2014,"1",0.192928202413084,29,53.5351475342806,52.0822993242827,54.9879957442785
"atlantic herring",2014,"2",0.807071797586916,29,57.9553508174323,49.6028396033169,66.3078620315476
"atlantic herring",2014,"1",1,30,61.6394892974479,50.1820093758488,73.096969219047
"atlantic herring",2014,"1",1,32,74.0541856810639,64.1328199718006,83.9755513903272
"atlantic herring",2014,"1",0.153202835590957,33,68.7131926427993,67.7346339960908,69.6917512895077
"atlantic herring",2014,"2",0.846797164409043,33,67.6460295471215,60.3083090541519,74.983750040091
"atlantic herring",2015,"1",1,27,55.8649979447642,41.321437462023,70.4085584275054
"atlantic herring",2015,"1",1,30,71.9235808152648,57.6150477790987,86.232113851431
"atlantic herring",2016,"1",0.103935431158048,24,56.9293876111233,55.8496636534318,58.0091115688148
"atlantic herring",2016,"2",0.896064568841952,24,66.8041167158291,52.0724108457411,81.535822585917
"atlantic herring",2016,"1",1,25,60.5549750523447,50.3024972790155,70.807452825674
"atlantic herring",2016,"1",1,26,73.4673893567668,59.7424728421452,87.1923058713884
"atlantic herring",2017,"1",0.299656138222473,25,56.9896616789374,53.672819767858,60.3065035900169
"atlantic herring",2017,"2",0.700343861777527,25,62.4303592490071,56.3450131585388,68.5157053394753
"atlantic herring",2017,"1",0.954465398972483,26,58.8134736303211,53.7853622700532,63.841584990589
"atlantic herring",2017,"2",0.0455346010275174,26,67.5063959343636,66.5064777512416,68.5063141174857
"atlantic herring",2017,"1",0.258640817152,27,55.3575290782214,53.487783618563,57.2272745378798
"atlantic herring",2017,"2",0.741359182848,27,60.7288766611272,45.1544207825601,76.3033325396944
"atlantic herring",2017,"1",0.889681999222029,28,63.7561495446705,55.8259344662507,71.6863646230903
"atlantic herring",2017,"2",0.110318000777971,28,74.6826560165493,73.7517703551113,75.6135416779874
"atlantic herring",2017,"1",0.174147099912857,31,58.9366373615063,57.6161701163859,60.2571046066267
"atlantic herring",2017,"2",0.825852900087143,31,65.8245138882387,56.3049233805802,75.3441043958972
"atlantic herring",2018,"1",1,24,58.5655777863716,51.7157938313928,65.4153617413504
"atlantic herring",2018,"1",1,26,62.1232237681574,40.5491380060541,83.6973095302607
"atlantic herring",2018,"1",1,28,75.712854686214,63.757633304084,87.6680760683441
"atlantic herring",2018,"1",1,32,97.4052275906537,87.110892578943,107.699562602364
"atlantic herring",2019,"1",1,27,76.7993533947551,68.8344302940591,84.764276495451
"atlantic herring",2020,"1",1,26,58.8933347697652,47.1875395799611,70.5991299595693
"atlantic herring",2020,"1",1,28,66.2469780490859,55.2784577853141,77.2154983128577
"atlantic herring",2020,"1",1,30,72.0083298359429,63.4781067507972,80.5385529210886
"atlantic herring",2020,"1",0.819996978641343,34,96.3695946144088,85.6398194277706,107.099369801047
"atlantic herring",2020,"2",0.180003021358657,34,113.451788791846,110.50743422957,116.396143354122
"atlantic herring",2020,"1",1,36,89.9268770873373,71.8322655693634,108.021488605311
"atlantic herring",2021,"1",0.351441040722759,23,52.3907867612434,46.669031909754,58.1125416127328
"atlantic herring",2021,"2",0.648558959277241,23,64.0027843621627,50.3595191532964,77.6460495710289
"atlantic herring",2021,"1",0.999999746212983,24,48.500000028338,43.6010205817286,53.3989794749474
"atlantic herring",2021,"2",2.53787017400414e-07,24,48.388319871823,43.3441286051289,53.432511138517
"atlantic herring",2021,"1",0.802873336429778,25,54.2328257018552,42.1810712106817,66.2845801930288
"atlantic herring",2021,"2",0.197126663570222,25,77.9137815239408,62.5018237426201,93.3257393052615
"atlantic herring",2021,"1",1,26,55.3995955950475,47.5548658389478,63.2443253511473
"atlantic herring",2021,"1",1,27,56.3905850713407,45.8931175006918,66.8880526419896
"atlantic herring",2021,"1",1,28,61.9259171213618,43.7776940168774,80.0741402258461
"atlantic herring",2021,"1",0.426426509126985,29,16.4913872372613,13.080820239745,19.9019542347775
"atlantic herring",2021,"2",0.573573490873015,29,35.5598849039995,24.0273614796092,47.0924083283899
"atlantic herring",2022,"1",0.751940953122871,24,56.5247241111024,50.8384876915999,62.2109605306049
"atlantic herring",2022,"2",0.248059046877129,24,75.7675151306228,64.2296215525172,87.3054087087284
"atlantic herring",2022,"1",0.843995451371769,26,56.1964649072202,47.9386509660088,64.4542788484316
"atlantic herring",2022,"2",0.156004548628231,26,64.3773699904959,63.0665484929669,65.6881914880249
