"loc_id","date","site_name","site_id","species_name","sex","length_mm"
"2025_015_10",2025-08-29,"SMCC",10,"winter flounder",NA,72
"2025_015_10",2025-08-29,"SMCC",10,"winter flounder",NA,65
"2025_015_10",2025-08-29,"SMCC",10,"winter flounder",NA,66
"2025_015_11",2025-08-29,"Cushing Island",11,"grubby sculpin",NA,42
"2025_015_11",2025-08-29,"Cushing Island",11,"rock gunnel",NA,62
"2025_015_11",2025-08-29,"Cushing Island",11,"cunner",NA,32
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,88
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,101
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,94
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,84
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,98
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,104
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,97
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,92
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,100
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,96
"2025_015_12",2025-08-29,"Alewife Cove",12,"atlantic silverside",NA,99
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,104
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,9
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,90
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,81
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,98
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,82
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,86
"2025_015_12",2025-08-29,"Alewife Cove",12,"alewife",NA,81
"2025_015_12",2025-08-29,"Alewife Cove",12,"hake",NA,76
"2025_015_12",2025-08-29,"Alewife Cove",12,"sand lance",NA,74
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",33
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",40
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",41
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",36
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",24
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",22
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",28
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",14
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",39
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",20
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",25
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",28
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",28
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",20
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",22
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",18
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",35
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",18
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",35
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",28
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",18
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",29
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",21
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","m",21
"2025_007_04",2025-07-09,"Mussel Cove",4,"green crab","f",14
"2025_007_02",2025-07-09,"Skitterygusset",2,"green crab","m",53
"2025_007_01",2025-07-09,"Presumpscot Moorings",1,"green crab","m",38
"2025_007_09",2025-07-09,"Great Diamond Island",9,"green crab","m",14
"2025_014_03",2025-08-21,"Audubon",3,"green crab","m",12
"2025_001_10",2025-06-11,"SMCC",10,"green crab","m",20
"2025_002_04",2025-06-18,"Mussel Cove",4,"green crab","f",22
"2025_002_04",2025-06-18,"Mussel Cove",4,"green crab","m",23
"2025_002_04",2025-06-18,"Mussel Cove",4,"green crab","m",22
"2025_002_04",2025-06-18,"Mussel Cove",4,"green crab","m",22
"2025_002_06",2025-06-18,"Mackworth Island - North",6,"green crab","m",28
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",38
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",55
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",78
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",42
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","f",40
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","f",38
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",35
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",36
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",45
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","f",40
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",62
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",38
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",48
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",33
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",30
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",40
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",66
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",115
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","f",45
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","f",35
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",55
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",38
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",45
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",63
"2025_002_11",2025-06-18,"Cushing Island",11,"green crab","m",55
"2025_003_10",2025-06-25,"SMCC",10,"green crab","m",65
"2025_003_11",2025-06-25,"Cushing Island",11,"green crab","m",42
"2025_003_11",2025-06-25,"Cushing Island",11,"green crab","f",46
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","f",20
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","f",32
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","f",36
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","f",16
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","f",27
"2025_004_05",2025-06-26,"The Brothers - North",5,"green crab","m",17
"2025_004_09",2025-06-26,"Great Diamond Island",9,"green crab","f",62
"2025_004_09",2025-06-26,"Great Diamond Island",9,"green crab","f",19
"2025_004_09",2025-06-26,"Great Diamond Island",9,"green crab","m",22
"2025_004_09",2025-06-26,"Great Diamond Island",9,"green crab","f",18
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",25
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",54
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",48
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",34
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",25
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",64
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",38
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",53
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",32
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",35
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",18
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",62
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",32
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",39
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",18
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",33
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",31
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",22
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",35
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",26
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",34
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","f",26
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",18
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",14
"2025_005_04",2025-06-30,"Mussel Cove",4,"green crab","m",35
"2025_005_03",2025-06-30,"Audubon",3,"green crab","f",14
"2025_005_03",2025-06-30,"Audubon",3,"green crab","f",14
"2025_005_03",2025-06-30,"Audubon",3,"green crab","m",15
"2025_005_03",2025-06-30,"Audubon",3,"green crab","f",18
"2025_006_11",2025-07-08,"Cushing Island",11,"green crab","m",31
"2025_006_11",2025-07-08,"Cushing Island",11,"green crab","m",22
"2025_009_06",2025-07-24,"Mackworth Island - North",6,"green crab","f",28
"2025_009_06",2025-07-24,"Mackworth Island - North",6,"green crab","m",64
"2025_009_06",2025-07-24,"Mackworth Island - North",6,"green crab","m",25
"2025_009_11",2025-07-24,"Cushing Island",11,"green crab","m",14
"2025_009_12",2025-07-24,"Alewife Cove",12,"green crab","f",21
"2025_010_02",2025-07-25,"Skitterygusset",2,"green crab","f",45
"2025_010_02",2025-07-25,"Skitterygusset",2,"green crab","m",46
"2025_010_02",2025-07-25,"Skitterygusset",2,"green crab","f",33
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",18
"2025_010_03",2025-07-25,"Audubon",3,"green crab","f",45
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",44
"2025_010_03",2025-07-25,"Audubon",3,"green crab","f",33
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",12
"2025_010_03",2025-07-25,"Audubon",3,"green crab","f",47
"2025_010_03",2025-07-25,"Audubon",3,"green crab","f",22
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",11
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",15
"2025_010_03",2025-07-25,"Audubon",3,"green crab","f",18
"2025_010_03",2025-07-25,"Audubon",3,"green crab","m",27
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",7
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",56
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",18
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",25
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",18
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",20
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",43
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",21
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",43
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",20
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",18
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",40
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",25
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",20
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",28
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",20
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","f",19
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",25
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",22
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",18
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",11
"2025_010_04",2025-07-25,"Mussel Cove",4,"green crab","m",17
"2025_010_10",2025-07-25,"SMCC",10,"green crab","m",78
"2025_010_10",2025-07-25,"SMCC",10,"green crab","m",45
"2025_010_10",2025-07-25,"SMCC",10,"green crab","m",85
"2025_010_10",2025-07-25,"SMCC",10,"green crab","m",85
"2025_010_10",2025-07-25,"SMCC",10,"green crab","m",74
"2025_010_10",2025-07-25,"SMCC",10,"green crab","f",59
"2025_010_10",2025-07-25,"SMCC",10,"green crab","u",11
"2025_010_10",2025-07-25,"SMCC",10,"green crab","u",12
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",40
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",30
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",35
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",40
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",29
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",21
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",22
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",24
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",29
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",15
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",25
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",21
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",22
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",21
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","m",15
"2025_015_05",2025-08-29,"The Brothers - North",5,"green crab","f",12
"2025_015_06",2025-08-29,"Mackworth Island - North",6,"green crab","f",21
"2025_015_06",2025-08-29,"Mackworth Island - North",6,"green crab","f",12
"2025_015_08",2025-08-29,"Back Cove",8,"green crab","f",42
"2025_015_08",2025-08-29,"Back Cove",8,"green crab","m",15
"2025_015_08",2025-08-29,"Back Cove",8,"green crab","f",25
"2025_015_08",2025-08-29,"Back Cove",8,"green crab","f",29
"2025_015_10",2025-08-29,"SMCC",10,"green crab","m",88
"2025_015_10",2025-08-29,"SMCC",10,"green crab","f",34
"2025_015_10",2025-08-29,"SMCC",10,"green crab","m",44
"2025_015_10",2025-08-29,"SMCC",10,"green crab","f",36
"2025_015_10",2025-08-29,"SMCC",10,"green crab","f",24
"2025_015_10",2025-08-29,"SMCC",10,"green crab","m",22
"2025_015_10",2025-08-29,"SMCC",10,"green crab","f",14
"2025_015_12",2025-08-29,"Alewife Cove",12,"green crab","f",12
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",75
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",78
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",88
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",62
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",18
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",31
"2025_008_10",2025-07-11,"SMCC",10,"green crab","u",15
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",24
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",30
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",49
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",58
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",38
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",28
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",24
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",31
"2025_008_05",2025-07-11,"The Brothers - North",5,"green crab","u",32
"2025_011_07",2025-08-04,"Mackworth Island - Beach",7,"green crab","u",36
"2025_011_07",2025-08-04,"Mackworth Island - Beach",7,"green crab","u",27
"2025_011_07",2025-08-04,"Mackworth Island - Beach",7,"green crab","u",20
"2025_011_07",2025-08-04,"Mackworth Island - Beach",7,"green crab","u",17
"2025_011_07",2025-08-04,"Mackworth Island - Beach",7,"green crab","u",16
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",28
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",72
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",22
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",11
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",12
"2025_011_06",2025-08-04,"Mackworth Island - North",6,"green crab","u",6
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",36
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",32
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",24
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",26
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",35
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",15
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",24
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",18
"2025_011_05",2025-08-04,"The Brothers - North",5,"green crab","u",31
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",15
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",26
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",30
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",24
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",26
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",12
"2025_011_08",2025-08-04,"Back Cove",8,"green crab","u",31
"2025_012_09",2025-08-05,"Great Diamond Island",9,"green crab","u",43
"2025_012_09",2025-08-05,"Great Diamond Island",9,"green crab","u",14
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",23
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",19
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",17
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",12
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",20
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",47
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",32
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",33
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",22
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",68
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",17
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",16
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",20
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",23
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",15
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",20
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",38
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",54
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",49
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",20
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",24
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",52
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",29
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",18
"2025_012_04",2025-08-05,"Mussel Cove",4,"green crab","u",12
"2025_012_03",2025-08-05,"Audubon",3,"green crab","u",45
"2025_012_03",2025-08-05,"Audubon",3,"green crab","u",38
"2025_012_03",2025-08-05,"Audubon",3,"green crab","u",19
"2025_012_02",2025-08-05,"Skitterygusset",2,"green crab","u",42
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",19
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",12
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",65
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",70
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",20
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",22
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",60
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",20
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",22
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",60
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",20
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",30
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",30
"2025_012_10",2025-08-05,"SMCC",10,"green crab","u",20
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",30
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",18
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",40
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",49
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",59
"2025_013_11",2025-08-14,"Cushing Island",11,"green crab","u",30
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",35
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",52
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",38
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",20
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",16
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",22
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",22
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",40
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",16
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",11
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",10
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",24
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",38
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",12
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",20
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",23
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",18
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",17
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",18
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",21
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",30
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",11
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",20
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",10
"2025_013_10",2025-08-14,"SMCC",10,"green crab","u",20
"2025_013_08",2025-08-14,"Back Cove",8,"green crab","u",22
"2025_013_08",2025-08-14,"Back Cove",8,"green crab","u",34
"2025_013_08",2025-08-14,"Back Cove",8,"green crab","u",53
"2025_013_08",2025-08-14,"Back Cove",8,"green crab","u",18
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",22
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",30
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",33
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",12
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",26
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",23
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",20
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",25
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",19
"2025_013_05",2025-08-14,"The Brothers - North",5,"green crab","u",20
"2025_014_09",2025-08-21,"Great Diamond Island",9,"green crab","u",32
"2025_014_09",2025-08-21,"Great Diamond Island",9,"green crab","u",12
"2025_014_09",2025-08-21,"Great Diamond Island",9,"green crab","u",15
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",27
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",12
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",30
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",13
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",15
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",22
"2025_014_04",2025-08-21,"Mussel Cove",4,"green crab","u",18
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",40
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",35
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",32
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",42
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",26
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",29
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",42
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",35
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",27
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",35
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",26
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",32
"2025_014_02",2025-08-21,"Skitterygusset",2,"green crab","u",24
"2025_014_01",2025-08-21,"Presumpscot Moorings",1,"green crab","u",44
"2025_014_01",2025-08-21,"Presumpscot Moorings",1,"green crab","u",31
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",30
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",43
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",50
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",35
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",25
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",33
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",23
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",41
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",30
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",47
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",20
"2025_016_02",2025-09-04,"Skitterygusset",2,"green crab","u",29
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",28
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",25
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",20
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",60
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",35
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",34
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",30
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",21
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",30
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",35
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",28
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",20
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",25
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",17
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",20
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",20
"2025_016_04",2025-09-04,"Mussel Cove",4,"green crab","u",10
"2025_016_07",2025-09-04,"Mackworth Island - Beach",7,"green crab","u",40
"2025_016_07",2025-09-04,"Mackworth Island - Beach",7,"green crab","u",28
"2025_016_07",2025-09-04,"Mackworth Island - Beach",7,"green crab","u",18
